date,open,high,low,close,volume
2025-02-24,3374.08,3384.81,3355.87,3373.03,598188203
2025-02-25,3345.65,3369.56,3337.84,3346.04,527578562
2025-02-26,3351.21,3380.21,3351.21,3380.21,553992031
2025-02-27,3378.45,3388.78,3353.57,3388.06,575815020
2025-02-28,3374.66,3383.19,3318.72,3320.9,568319504
2025-03-03,3328.4,3349.02,3304.59,3316.93,502417862
2025-03-04,3300.5,3327.82,3297.53,3324.21,429996111
2025-03-05,3324.7,3342.71,3314.15,3341.96,460952696
2025-03-06,3353.57,3387.05,3348.68,3381.1,539992709
2025-03-07,3373.18,3390.94,3363.93,3372.55,517663551
2025-03-10,3373.26,3375.8,3347.19,3366.16,450380832
2025-03-11,3335.44,3379.83,3334.83,3379.83,448468323
2025-03-12,3385.69,3392.41,3370.22,3371.92,502195100
2025-03-13,3371.09,3377.12,3341.12,3358.73,519013479
2025-03-14,3361.69,3421.23,3360.61,3419.56,582663388
2025-03-17,3430.81,3436.35,3422.46,3426.13,515685138
2025-03-18,3434.57,3437.07,3423.3,3429.76,454916063
2025-03-19,3424.17,3439.05,3414.59,3426.43,440316299
2025-03-20,3425.22,3427.05,3404.66,3408.95,451630682
2025-03-21,3401.76,3414.71,3355.84,3364.83,520862630
2025-03-24,3364.83,3373.69,3340.24,3370.03,513310260
2025-03-25,3370.0,3379.99,3361.05,3369.98,456357393
2025-03-26,3365.67,3382.34,3365.67,3368.7,428533770
2025-03-27,3362.71,3394.03,3351.17,3373.75,414776314
2025-03-28,3372.04,3375.05,3346.08,3351.31,412284289
2025-03-31,3343.34,3361.74,3317.74,3335.75,472571978
2025-04-01,3340.71,3357.62,3338.78,3348.44,422588670
2025-04-02,3344.17,3361.13,3343.12,3350.13,350127364
2025-04-03,3319.61,3358.43,3319.61,3342.01,400517827
2025-04-07,3193.1,3217.78,3040.69,3096.58,662199584
2025-04-08,3094.26,3145.55,3085.12,3145.55,662242387
2025-04-09,3110.01,3186.81,3070.08,3186.81,684797174
2025-04-10,3227.84,3239.94,3201.57,3223.64,591208273
2025-04-11,3219.51,3249.85,3211.35,3238.23,475531804
2025-04-14,3251.98,3272.72,3244.73,3262.81,471373220
2025-04-15,3260.69,3268.98,3246.34,3267.66,396662895
2025-04-16,3267.67,3276.0,3233.79,3276.0,429534854
2025-04-17,3261.72,3285.92,3258.15,3280.34,382012698
2025-04-18,3270.35,3283.09,3262.39,3276.73,358836193
2025-04-21,3273.14,3298.64,3270.01,3291.43,379307588
2025-04-22,3289.17,3311.15,3288.33,3299.76,403167615
2025-04-23,3308.15,3312.19,3293.06,3296.36,411633212
2025-04-24,3295.15,3313.51,3286.24,3297.29,392844749
2025-04-25,3300.39,3305.26,3288.75,3295.06,411043192
2025-04-28,3292.06,3296.93,3279.88,3288.41,410665863
2025-04-29,3281.45,3294.98,3277.63,3286.65,388961672
2025-04-30,3284.08,3292.2,3277.55,3279.03,435794335
2025-05-06,3295.25,3316.45,3286.99,3316.11,474369617
2025-05-07,3354.97,3356.69,3324.81,3342.67,511159606
2025-05-08,3331.21,3359.73,3327.9,3352.0,428377766
2025-05-09,3350.41,3351.22,3335.13,3342.0,398909191
2025-05-12,3352.97,3372.47,3344.27,3369.24,418239910
2025-05-13,3386.23,3386.23,3370.25,3374.87,426240700
2025-05-14,3374.24,3417.31,3368.08,3403.95,464934441
2025-05-15,3398.43,3402.87,3378.02,3380.82,424100916
2025-05-16,3374.71,3380.29,3356.66,3367.46,395401030
2025-05-19,3365.88,3373.6,3356.65,3367.58,403074805
2025-05-20,3371.69,3387.8,3369.96,3380.48,405544534
2025-05-21,3380.21,3394.75,3380.21,3387.57,412496165
2025-05-22,3381.87,3390.59,3376.23,3380.19,394217206
2025-05-23,3376.87,3389.47,3348.37,3348.37,400227004
2025-05-26,3346.56,3362.31,3336.36,3346.84,347562101
2025-05-27,3346.5,3351.57,3332.49,3340.69,344071157
2025-05-28,3341.85,3348.23,3336.73,3339.93,341555443
2025-05-29,3340.4,3368.63,3337.42,3363.45,393233806
2025-05-30,3358.81,3361.28,3341.65,3347.49,385602170
2025-06-03,3340.07,3367.0,3340.07,3361.98,398060772
2025-06-04,3363.39,3379.64,3363.39,3376.2,386494643
2025-06-05,3378.22,3387.76,3371.15,3384.1,406252093
2025-06-06,3384.29,3391.45,3379.76,3385.36,380122886
2025-06-09,3388.78,3402.05,3383.07,3399.77,427347947
2025-06-10,3402.01,3406.45,3365.67,3384.82,481618568
2025-06-11,3385.46,3413.51,3385.46,3402.32,424090313
2025-06-12,3397.97,3408.2,3388.87,3402.66,409490610
2025-06-13,3397.48,3401.55,3370.59,3377.0,510065221
2025-06-16,3369.37,3389.76,3368.88,3388.73,405383278
2025-06-17,3388.18,3393.31,3376.42,3387.4,390012447
2025-06-18,3386.14,3391.71,3369.99,3388.81,378684891
2025-06-19,3384.29,3386.92,3353.94,3362.11,415327655
2025-06-20,3358.91,3370.8,3357.71,3359.9,350223662
2025-06-23,3349.46,3389.45,3347.65,3381.58,384561397
2025-06-24,3380.08,3423.78,3380.08,3420.57,460963800
2025-06-25,3419.09,3459.01,3417.41,3455.97,509384064
2025-06-26,3451.72,3462.75,3446.19,3448.45,496541077
2025-06-27,3450.69,3462.63,3421.04,3424.23,523129432
2025-06-30,3423.47,3447.46,3420.11,3444.43,457348049
2025-07-01,3445.85,3459.59,3441.04,3457.75,444356739
2025-07-02,3458.17,3461.33,3447.96,3454.79,498116776
2025-07-03,3456.15,3463.62,3446.97,3461.15,438543465
2025-07-04,3459.59,3497.22,3455.49,3472.32,500195210
2025-07-07,3467.98,3474.8,3462.79,3473.13,436631340
2025-07-08,3474.63,3499.89,3474.63,3497.48,493484773
2025-07-09,3498.72,3512.67,3491.2,3493.05,523920088
2025-07-10,3491.5,3526.59,3491.5,3509.68,564159805
2025-07-11,3511.37,3555.22,3506.8,3510.18,664185249
2025-07-14,3513.25,3532.12,3513.25,3519.65,572084705
2025-07-15,3519.81,3527.04,3483.38,3505.0,572074726
2025-07-16,3502.9,3511.81,3489.14,3503.78,470878578
2025-07-17,3500.37,3517.28,3499.19,3516.83,472211056
2025-07-18,3519.48,3536.01,3518.23,3534.48,493484088
2025-07-21,3542.82,3560.63,3542.57,3559.79,633649736
2025-07-22,3561.63,3584.72,3547.25,3581.86,716155230
2025-07-23,3588.88,3613.02,3577.59,3582.3,767672388
2025-07-24,3578.91,3608.73,3577.11,3605.73,773265835
2025-07-25,3604.45,3610.03,3586.22,3593.66,697189549
2025-07-28,3594.23,3606.27,3582.15,3597.94,594187877
2025-07-29,3595.81,3611.35,3585.94,3609.71,610642058
2025-07-30,3608.35,3636.17,3593.73,3615.72,637221916
2025-07-31,3604.7,3606.37,3562.61,3573.21,654509349
2025-08-01,3568.26,3581.75,3550.04,3559.95,509563080
2025-08-04,3547.16,3583.31,3547.16,3583.31,458573618
2025-08-05,3588.81,3617.6,3586.97,3617.6,499797780
2025-08-06,3615.81,3634.31,3613.99,3633.99,512467273
2025-08-07,3637.78,3645.12,3622.52,3639.67,535501202
2025-08-08,3634.85,3645.37,3625.45,3635.13,526407572
2025-08-11,3637.05,3656.85,3629.63,3647.55,551393348
2025-08-12,3647.96,3669.04,3647.96,3665.92,536623739
2025-08-13,3668.66,3688.63,3666.55,3683.46,613528884
2025-08-14,3685.52,3704.77,3662.57,3666.44,647829587
2025-08-15,3659.81,3702.26,3658.38,3696.77,678521703
2025-08-18,3712.5,3745.94,3702.38,3728.03,776016669
2025-08-19,3728.49,3746.67,3718.15,3727.29,696099750
2025-08-20,3716.68,3767.43,3704.99,3766.21,679836426
2025-08-21,3770.68,3787.98,3757.99,3771.1,691552959
2025-08-22,3772.28,3825.76,3772.28,3825.76,698136277
2025-08-25,3848.16,3883.56,3839.97,3883.56,885474802
2025-08-26,3871.47,3888.6,3859.76,3868.38,734565305
2025-08-27,3869.61,3887.2,3800.35,3800.35,858633499
2025-08-28,3796.71,3845.09,3761.42,3843.6,788351947
2025-08-29,3842.82,3867.61,3839.21,3857.93,739462366
2025-09-01,3869.75,3879.05,3853.66,3875.53,747709536
2025-09-02,3877.09,3885.31,3828.68,3858.13,762618833
2025-09-03,3865.29,3868.39,3794.88,3813.56,645668510
2025-09-04,3807.76,3808.4,3732.84,3765.88,710227933
2025-09-05,3761.88,3817.16,3745.31,3812.51,626223380
2025-09-08,3811.67,3833.14,3803.6,3826.84,660066898
2025-09-09,3816.66,3834.67,3791.72,3807.29,600239380
2025-09-10,3806.58,3827.0,3794.06,3812.22,534539825
2025-09-11,3806.06,3875.31,3796.43,3875.31,617012930
2025-09-12,3875.51,3892.74,3866.54,3870.6,700641784
2025-09-15,3876.1,3879.74,3855.97,3860.5,644793944
2025-09-16,3865.98,3876.69,3838.65,3861.87,673439723
2025-09-17,3854.07,3882.67,3848.95,3876.34,663434713
2025-09-18,3876.06,3899.96,3801.0,3831.66,876027389
2025-09-19,3830.44,3843.17,3811.9,3820.09,682292613
2025-09-22,3822.01,3831.74,3806.2,3828.58,568325686
2025-09-23,3830.14,3838.61,3774.53,3821.83,701902868
2025-09-24,3804.48,3854.92,3804.33,3853.64,602056670
2025-09-25,3852.43,3866.11,3840.46,3853.3,589950531
